policy,query_id,tier,latency_s,usd,correct,completion_tokens
frontier,HumanEval/65,3,1.09,0.0015825,1,130
frontier,HumanEval/66,3,0.86,0.001595,1,124
frontier,HumanEval/67,3,0.63,0.0010125,1,41
frontier,HumanEval/68,3,0.73,0.0017675,1,91
frontier,HumanEval/69,3,1.1,0.0016099999999999999,1,112
frontier,HumanEval/7,3,0.98,0.0013499999999999999,1,104
frontier,HumanEval/70,3,0.58,0.0009675,1,58
frontier,HumanEval/71,3,1.21,0.00265,1,227
frontier,HumanEval/72,3,0.52,0.0009199999999999999,1,28
frontier,HumanEval/73,3,0.88,0.0017000000000000001,1,123
frontier,HumanEval/74,3,0.9,0.0013999999999999998,1,84
frontier,HumanEval/75,3,1.37,0.0023599999999999997,1,208
frontier,HumanEval/76,3,0.71,0.0010225,1,59
frontier,HumanEval/77,3,0.84,0.0017725000000000002,1,142
frontier,HumanEval/78,3,0.61,0.001445,1,62
frontier,HumanEval/79,3,0.61,0.000845,1,42
frontier,HumanEval/8,3,1.14,0.0017725000000000002,1,142
frontier,HumanEval/80,3,0.97,0.0016125000000000002,1,123
frontier,HumanEval/81,3,2.85,0.0055225,1,477
frontier,HumanEval/82,3,1.24,0.00213,1,185
frontier,HumanEval/83,3,2.26,0.00263,0,244
frontier,HumanEval/84,3,1.14,0.00091,1,50
frontier,HumanEval/85,3,0.82,0.000805,1,59
frontier,HumanEval/86,3,0.6,0.0009375,1,54
frontier,HumanEval/87,3,0.72,0.001445,1,72
frontier,HumanEval/88,3,1.39,0.0030125,1,243
frontier,HumanEval/89,3,0.96,0.0014225000000000002,1,107
frontier,HumanEval/9,3,1.03,0.0019175,1,159
frontier,HumanEval/90,3,1.17,0.0020775,1,169
frontier,HumanEval/91,3,1.3,0.001965,1,162
frontier,HumanEval/92,3,1.15,0.002155,1,174
frontier,HumanEval/93,3,0.98,0.00166,0,131
frontier,HumanEval/94,3,1.49,0.0024799999999999996,1,169
frontier,HumanEval/95,3,0.82,0.0012100000000000001,1,71
frontier,HumanEval/96,3,1.03,0.00213,1,169
frontier,HumanEval/97,3,0.96,0.0014424999999999998,1,112
frontier,HumanEval/98,3,1.31,0.0015175,1,126
frontier,HumanEval/99,3,0.61,0.0009175,1,45
frontier,mmlu/college_biology/1,3,0.37,0.00034250000000000003,1,3
frontier,mmlu/college_biology/10,3,0.38,0.00025,1,3
frontier,mmlu/college_biology/14,3,0.42,0.00058,1,3
frontier,mmlu/college_biology/32,3,0.39,0.00037000000000000005,1,3
frontier,mmlu/college_biology/53,3,0.39,0.0005149999999999999,0,3
frontier,mmlu/college_biology/55,3,0.41,0.0005149999999999999,1,3
frontier,mmlu/college_biology/57,3,0.34,0.0006025,1,3
frontier,mmlu/college_biology/58,3,0.54,0.00025,1,3
frontier,mmlu/college_biology/76,3,0.39,0.00025,1,3
frontier,mmlu/college_biology/9,3,0.37,0.0003125,1,3
frontier,mmlu/college_chemistry/12,3,0.46,0.00031,0,3
frontier,mmlu/college_chemistry/21,3,0.39,0.000335,1,3
frontier,mmlu/college_chemistry/27,3,0.59,0.0004025,1,3
frontier,mmlu/college_chemistry/42,3,0.42,0.000215,1,3
frontier,mmlu/college_chemistry/5,3,0.39,0.00033000000000000005,1,3
frontier,mmlu/college_chemistry/74,3,0.46,0.00028000000000000003,1,3
frontier,mmlu/college_chemistry/75,3,2.7,0.0045425,1,415
frontier,mmlu/college_chemistry/82,3,2.27,0.0035749999999999996,0,329
frontier,mmlu/college_chemistry/84,3,0.38,0.000295,1,3
frontier,mmlu/college_chemistry/87,3,0.46,0.00025,1,3
frontier,mmlu/global_facts/15,3,0.67,0.00023999999999999998,0,3
frontier,mmlu/global_facts/37,3,0.66,0.00029250000000000006,0,3
frontier,mmlu/global_facts/50,3,0.41,0.0002425,1,3
frontier,mmlu/global_facts/54,3,0.47,0.0002425,0,3
frontier,mmlu/global_facts/6,3,0.46,0.00024500000000000005,1,3
frontier,mmlu/global_facts/75,3,0.43,0.0002625,0,3
frontier,mmlu/global_facts/80,3,0.38,0.00036250000000000003,0,3
frontier,mmlu/global_facts/85,3,0.36,0.00026000000000000003,1,3
frontier,mmlu/global_facts/93,3,0.36,0.00024500000000000005,0,3
frontier,mmlu/global_facts/96,3,0.46,0.00035750000000000007,1,3
frontier,mmlu/high_school_computer_science/13,3,0.41,0.0004725,1,3
frontier,mmlu/high_school_computer_science/23,3,0.45,0.0003975,1,3
frontier,mmlu/high_school_computer_science/3,3,0.34,0.0006925,1,3
frontier,mmlu/high_school_computer_science/4,3,0.42,0.0003525,1,3
frontier,mmlu/high_school_computer_science/49,3,0.44,0.00022749999999999997,1,3
frontier,mmlu/high_school_computer_science/6,3,0.4,0.0005525,1,3
frontier,mmlu/high_school_computer_science/65,3,0.5,0.00021749999999999997,1,3
frontier,mmlu/high_school_computer_science/67,3,0.4,0.0005775,1,3
frontier,mmlu/high_school_computer_science/72,3,0.43,0.00023999999999999998,1,3
frontier,mmlu/high_school_computer_science/92,3,0.54,0.00029250000000000006,1,3
frontier,mmlu/high_school_us_history/108,3,0.49,0.000705,1,3
frontier,mmlu/high_school_us_history/131,3,0.44,0.0005825,1,3
frontier,mmlu/high_school_us_history/141,3,0.46,0.0009750000000000001,0,3
frontier,mmlu/high_school_us_history/142,3,0.37,0.0009075,1,3
frontier,mmlu/high_school_us_history/151,3,0.57,0.0008699999999999999,1,3
frontier,mmlu/high_school_us_history/16,3,0.44,0.000985,1,3
frontier,mmlu/high_school_us_history/23,3,0.41,0.0006825,1,3
frontier,mmlu/high_school_us_history/51,3,0.4,0.0006775,1,3
frontier,mmlu/high_school_us_history/52,3,0.36,0.0008824999999999999,1,3
frontier,mmlu/high_school_us_history/69,3,0.45,0.0008675,1,3
frontier,mmlu/human_aging/10,3,0.43,0.000275,1,3
frontier,mmlu/human_aging/103,3,0.41,0.00030000000000000003,1,3
frontier,mmlu/human_aging/141,3,0.4,0.00023999999999999998,1,3
frontier,mmlu/human_aging/187,3,0.32,0.00030250000000000003,1,3
frontier,mmlu/human_aging/190,3,0.39,0.0002525,1,3
frontier,mmlu/human_aging/197,3,0.33,0.0002425,1,3
frontier,mmlu/human_aging/221,3,0.39,0.000265,1,3
frontier,mmlu/human_aging/58,3,0.41,0.00022,1,3
frontier,mmlu/human_aging/80,3,0.43,0.0002075,0,3
frontier,mmlu/human_aging/82,3,0.55,0.00022,0,3
frontier,mmlu/machine_learning/12,3,0.58,0.00030000000000000003,1,3
frontier,mmlu/machine_learning/22,3,0.81,0.0010825000000000001,1,83
frontier,mmlu/machine_learning/26,3,0.44,0.00022749999999999997,1,3
frontier,mmlu/machine_learning/33,3,0.51,0.0002775,1,3
frontier,mmlu/machine_learning/4,3,0.37,0.0002375,1,3
frontier,mmlu/machine_learning/50,3,0.44,0.0002575,1,3
frontier,mmlu/machine_learning/65,3,0.42,0.00030750000000000005,1,3
frontier,mmlu/machine_learning/66,3,2.17,0.00441,1,392
frontier,mmlu/machine_learning/82,3,0.41,0.00032750000000000005,1,3
frontier,mmlu/machine_learning/90,3,0.34,0.000265,1,3
frontier,mmlu/philosophy/143,3,0.4,0.000265,1,3
frontier,mmlu/philosophy/202,3,0.41,0.0002375,1,3
frontier,mmlu/philosophy/224,3,0.38,0.000265,1,3
frontier,mmlu/philosophy/245,3,0.47,0.00023999999999999998,1,3
frontier,mmlu/philosophy/249,3,0.62,0.00027,1,3
frontier,mmlu/philosophy/254,3,0.37,0.00022749999999999997,1,3
frontier,mmlu/philosophy/256,3,0.41,0.0002375,1,3
frontier,mmlu/philosophy/269,3,0.32,0.00029250000000000006,1,3
frontier,mmlu/philosophy/305,3,0.44,0.0002975,1,3
frontier,mmlu/philosophy/82,3,0.46,0.0002375,1,3
frontier,mmlu/prehistory/10,3,0.42,0.00036500000000000004,1,3
frontier,mmlu/prehistory/13,3,0.47,0.00022749999999999997,1,3
frontier,mmlu/prehistory/194,3,0.37,0.0002375,1,3
frontier,mmlu/prehistory/195,3,0.38,0.0005225,1,3
frontier,mmlu/prehistory/196,3,0.58,0.00036250000000000003,1,3
frontier,mmlu/prehistory/203,3,0.4,0.00034250000000000003,1,3
frontier,mmlu/prehistory/284,3,0.47,0.00036,1,3
frontier,mmlu/prehistory/298,3,0.44,0.00028000000000000003,1,3
frontier,mmlu/prehistory/40,3,0.45,0.00026000000000000003,1,3
frontier,mmlu/prehistory/46,3,0.44,0.0003175,1,3
frontier,mmlu/world_religions/104,3,0.48,0.000215,1,3
frontier,mmlu/world_religions/118,3,0.55,0.000215,1,3
frontier,mmlu/world_religions/145,3,0.42,0.0002475,1,3
frontier,mmlu/world_religions/146,3,0.37,0.000215,1,3
frontier,mmlu/world_religions/162,3,0.42,0.00023,1,3
frontier,mmlu/world_religions/165,3,0.42,0.000225,1,3
frontier,mmlu/world_religions/169,3,0.37,0.000235,1,3
frontier,mmlu/world_religions/48,3,0.45,0.0002325,1,3
frontier,mmlu/world_religions/74,3,0.42,0.000225,1,3
frontier,mmlu/world_religions/79,3,0.48,0.00025,1,3
random,gsm8k/100,3,1.58,0.0032375,1,292
random,gsm8k/1000,2,5.77,8.995e-05,1,406
random,gsm8k/1026,1,43.31,0.0008776200000000001,1,3435
random,gsm8k/1034,3,1.59,0.0022825,1,211
random,gsm8k/1041,3,1.74,0.003,1,277
random,gsm8k/1054,3,2.41,0.0033525,1,314
random,gsm8k/106,2,4.86,8.915e-05,1,411
random,gsm8k/1062,2,4.51,7.81e-05,1,350
random,gsm8k/1074,1,14.62,0.00032852,1,1259
random,gsm8k/1080,3,1.72,0.0026075,1,244
random,gsm8k/1108,3,0.94,0.001395,1,118
random,gsm8k/1110,1,16.41,0.00033723,1,1268
random,gsm8k/1115,1,34.37,0.00070902,1,2764
random,gsm8k/1117,2,2.81,4.8150000000000005e-05,1,210
random,gsm8k/1156,1,268.88,0.00411385,1,16384
random,gsm8k/1165,1,43.23,0.00105296,1,4135
random,gsm8k/1168,1,19.69,0.00042689999999999997,1,1643
random,gsm8k/1170,3,2.42,0.003235,1,298
random,gsm8k/1174,1,69.51,0.00109881,1,4315
random,gsm8k/1183,1,21.87,0.00056385,1,2150
random,gsm8k/1227,3,1.89,0.0029349999999999997,1,271
random,gsm8k/1240,1,18.01,0.00048865,1,1873
random,gsm8k/1251,1,78.62,0.0016064599999999999,1,6349
random,gsm8k/1260,3,1.5,0.0025175,1,223
random,gsm8k/1269,3,3.34,0.004075,1,385
random,gsm8k/1277,3,1.5,0.0024349999999999997,1,226
random,gsm8k/1279,1,29.49,0.00073323,1,2852
random,gsm8k/129,1,47.46,0.00094451,1,3708
random,gsm8k/1305,3,2.15,0.003445,1,324
random,gsm8k/134,2,2.04,3.825e-05,1,161
random,gsm8k/185,3,1.71,0.002575,1,239
random,gsm8k/186,3,1.86,0.003195,1,283
random,gsm8k/188,1,14.7,0.00030178,1,1133
random,gsm8k/190,1,8.16,0.00019522999999999999,1,734
random,gsm8k/196,2,2.09,4.005e-05,1,167
random,gsm8k/20,3,3.0,0.005167499999999999,1,493
random,gsm8k/205,1,55.88,0.0012743399999999999,1,5011
random,gsm8k/220,3,1.79,0.0029175,1,271
random,gsm8k/225,3,1.21,0.0021200000000000004,1,189
random,gsm8k/227,2,4.85,9.550000000000002e-05,1,427
random,gsm8k/234,1,21.09,0.00045714,0,1766
random,gsm8k/249,2,4.73,8.030000000000001e-05,1,362
random,gsm8k/250,3,2.1,0.0041400000000000005,1,391
random,gsm8k/268,1,11.46,0.00024655,1,925
random,gsm8k/27,3,1.59,0.00266,1,244
random,gsm8k/290,1,23.5,0.00052018,1,2010
random,gsm8k/299,1,44.11,0.0009621699999999999,1,3763
random,gsm8k/301,3,1.79,0.0027099999999999997,1,241
random,gsm8k/303,2,6.34,0.00011615,1,538
random,gsm8k/313,1,60.94,0.0013477600000000001,1,5321
random,gsm8k/314,3,1.67,0.0033974999999999995,1,318
random,gsm8k/33,1,14.8,0.00032106999999999996,1,1236
random,gsm8k/350,1,13.63,0.00028281000000000004,1,1051
random,gsm8k/353,3,2.62,0.003635,0,337
random,gsm8k/365,1,201.25,0.0041077299999999995,1,16384
random,gsm8k/420,3,1.78,0.00259,1,237
random,gsm8k/426,3,2.27,0.004335,1,408
random,gsm8k/453,1,18.58,0.00041181,1,1584
random,gsm8k/454,2,1.8,3.96e-05,0,168
random,gsm8k/468,2,5.72,9.795000000000001e-05,1,453
random,gsm8k/474,3,1.6,0.0023025,1,212
random,gsm8k/481,1,24.41,0.00054654,1,2110
random,gsm8k/488,3,1.85,0.0019225,1,174
random,gsm8k/491,1,10.41,0.00027561,1,1046
random,gsm8k/50,1,192.41,0.00410909,1,16384
random,gsm8k/519,1,9.51,0.00025149,1,957
random,gsm8k/552,2,5.49,8.76e-05,1,399
random,gsm8k/553,3,2.35,0.003095,1,283
random,gsm8k/562,2,6.66,0.0001039,1,476
random,gsm8k/578,2,6.52,0.0001028,1,478
random,gsm8k/581,3,1.49,0.0023975000000000003,1,219
random,gsm8k/583,3,1.96,0.0031425000000000003,1,291
random,gsm8k/60,3,1.8,0.00337,1,319
random,gsm8k/61,2,3.34,5.9800000000000003e-05,1,261
random,gsm8k/610,1,212.65,0.00411079,1,16384
random,gsm8k/612,1,10.85,0.00028665,1,1065
random,gsm8k/643,1,13.33,0.00031574,1,1197
random,gsm8k/645,2,5.78,0.0001116,1,525
random,gsm8k/682,3,1.86,0.0026325,1,237
random,gsm8k/700,3,1.88,0.0033799999999999998,1,310
random,gsm8k/726,3,1.93,0.0034575,1,319
random,gsm8k/735,1,18.71,0.00039133,1,1498
random,gsm8k/771,3,2.09,0.0028175,1,259
random,gsm8k/796,3,2.49,0.0047375,1,451
random,gsm8k/801,2,4.04,7.355e-05,1,329
random,gsm8k/81,2,2.57,4.39e-05,1,182
random,gsm8k/812,1,30.54,0.00076036,1,2934
random,gsm8k/813,2,3.63,7.16e-05,1,313
random,gsm8k/823,2,3.79,7.225000000000001e-05,0,313
random,gsm8k/827,3,2.55,0.004347500000000001,1,406
random,gsm8k/829,2,5.47,0.000102,1,468
random,gsm8k/863,2,3.16,6.0150000000000005e-05,1,268
random,gsm8k/878,2,2.94,5.335e-05,1,232
random,gsm8k/885,1,9.76,0.00022698,1,844
random,gsm8k/891,1,24.25,0.00049583,1,1916
random,gsm8k/919,1,201.58,0.00411674,1,16384
random,gsm8k/94,3,1.71,0.0030625,1,285
random,gsm8k/971,3,1.92,0.0028749999999999995,1,267
random,gsm8k/985,2,3.22,4.395e-05,1,188
random,gsm8k/999,2,4.71,7.785e-05,1,354
random,HumanEval/0,1,7.73,0.00019213000000000002,1,657
random,HumanEval/1,3,1.13,0.001545,1,118
random,HumanEval/10,3,1.47,0.0022875,1,186
random,HumanEval/100,2,9.9,0.00013475,1,618
random,HumanEval/101,2,4.72,8.055e-05,1,351
random,HumanEval/102,3,1.13,0.0014,1,109
random,HumanEval/103,3,0.9,0.0011075,1,68
random,HumanEval/104,2,5.74,0.0001172,1,538
random,HumanEval/105,3,0.83,0.0018675,1,110
random,HumanEval/106,3,0.88,0.0015075,1,112
random,HumanEval/107,2,4.98,9.065000000000001e-05,1,378
random,HumanEval/108,1,10.88,0.00027423,0,982
random,HumanEval/109,2,4.15,9.06e-05,1,355
random,HumanEval/11,3,1.27,0.0012825,1,101
random,HumanEval/110,2,8.07,0.0001466,1,661
random,HumanEval/111,1,211.47,0.00412932,0,16384
random,HumanEval/112,3,0.81,0.0012975,1,81
random,HumanEval/113,1,71.69,0.00139517,1,5427
random,HumanEval/114,1,67.8,0.00130484,1,5133
random,HumanEval/115,1,12.33,0.00027017,1,825
random,HumanEval/116,1,166.58,0.00413238,0,16384
random,HumanEval/117,1,81.7,0.00140784,1,5477
random,HumanEval/118,1,12.5,0.00031831000000000003,1,1142
random,HumanEval/119,3,1.05,0.00157,1,108
random,HumanEval/12,1,5.09,0.0001364,1,447
random,HumanEval/120,1,48.39,0.00128999,0,4975
random,HumanEval/121,1,50.58,0.00088522,1,3445
random,HumanEval/122,2,5.05,0.00010735000000000001,1,482
random,HumanEval/123,1,63.28,0.00119867,1,4607
random,HumanEval/124,1,21.17,0.00042277000000000005,1,1466
random,HumanEval/125,3,1.0,0.0010875,0,66
random,HumanEval/126,3,1.05,0.00151,1,81
random,HumanEval/127,2,6.98,0.00014420000000000004,0,635
random,HumanEval/128,2,9.79,0.00016544999999999998,1,774
random,HumanEval/129,3,2.05,0.0033474999999999998,0,228
random,HumanEval/13,1,5.0,0.00014487000000000001,1,504
random,HumanEval/130,2,14.62,0.00024065,1,1122
random,HumanEval/131,3,1.43,0.001625,1,137
random,HumanEval/132,3,0.83,0.0011099999999999999,0,70
random,HumanEval/133,1,66.28,0.0012310899999999998,1,4787
random,HumanEval/134,2,11.04,0.00021180000000000003,1,1002
random,HumanEval/135,2,5.11,9.61e-05,1,432
random,HumanEval/136,3,0.78,0.0013325000000000001,1,90
random,HumanEval/137,3,1.81,0.00158,1,115
random,HumanEval/138,3,1.02,0.00143,1,116
random,HumanEval/139,3,1.31,0.002075,1,176
random,HumanEval/14,2,2.02,4.07e-05,1,166
random,HumanEval/140,1,69.46,0.00135466,1,5318
random,HumanEval/141,3,0.76,0.0017225,1,111
random,HumanEval/142,3,1.09,0.00222,1,172
random,HumanEval/143,2,5.15,0.00010190000000000001,1,450
random,HumanEval/144,1,39.97,0.00084324,1,3239
random,HumanEval/145,2,10.53,0.00020690000000000001,0,983
random,HumanEval/146,2,7.9,0.0001565,1,730
random,HumanEval/147,1,27.76,0.00066654,1,2522
random,HumanEval/148,1,8.33,0.00019201,1,596
random,HumanEval/149,1,41.12,0.00096137,1,3685
random,HumanEval/15,1,15.19,0.00044945,1,1723
random,HumanEval/150,3,1.16,0.0022325,1,194
random,HumanEval/151,3,0.59,0.00082,1,40
random,HumanEval/152,1,71.22,0.0016270800000000001,1,6322
random,HumanEval/153,2,3.47,0.00010935,1,456
random,HumanEval/154,2,9.11,0.0002525,1,1208
random,HumanEval/155,1,29.12,0.00072653,1,2832
random,HumanEval/156,1,9.47,0.00022934000000000002,1,814
random,HumanEval/157,1,44.94,0.00077475,1,2997
random,HumanEval/158,2,6.08,0.00011935,1,544
random,HumanEval/159,3,0.63,0.001255,1,49
random,HumanEval/16,1,4.19,9.703e-05,1,314
random,HumanEval/160,3,1.08,0.0010975,1,50
random,HumanEval/161,1,48.38,0.0011346799999999999,1,4434
random,HumanEval/162,3,0.82,0.0013175,1,105
random,HumanEval/163,3,1.26,0.0017974999999999998,0,145
random,HumanEval/17,2,4.89,0.00010025000000000001,1,436
random,HumanEval/18,2,3.58,6.795e-05,1,295
random,HumanEval/19,3,1.64,0.00235,1,201
random,HumanEval/2,1,3.69,0.0001015,1,321
random,HumanEval/20,1,8.1,0.00027036,1,940
random,HumanEval/21,3,1.36,0.00202,1,163
random,HumanEval/22,1,7.19,0.00017886,1,625
random,HumanEval/23,3,0.67,0.000645,1,46
random,HumanEval/24,1,8.8,0.00020897,1,774
random,HumanEval/25,3,1.32,0.0016225000000000002,1,123
random,HumanEval/26,1,5.59,0.00018175,1,642
random,HumanEval/27,3,0.76,0.0008675,1,67
random,HumanEval/28,3,0.73,0.00083,1,61
random,HumanEval/29,3,0.84,0.0012875,1,99
random,HumanEval/3,2,2.65,5.745000000000001e-05,1,235
random,HumanEval/30,2,2.36,4.9800000000000004e-05,1,198
random,HumanEval/31,2,3.79,7.55e-05,1,330
random,HumanEval/32,1,15.12,0.00040502,0,1412
random,HumanEval/33,2,6.7,0.00013460000000000002,1,612
random,HumanEval/34,2,2.2,4.58e-05,1,188
random,HumanEval/35,3,1.14,0.0015524999999999998,1,127
random,HumanEval/36,3,0.67,0.0011149999999999999,1,84
random,HumanEval/37,3,1.1,0.002265,1,188
random,HumanEval/38,2,4.47,8.810000000000001e-05,0,378
random,HumanEval/39,3,1.47,0.0030875,1,277
random,HumanEval/4,1,7.8,0.00019336,1,666
random,HumanEval/40,1,7.71,0.00023517999999999998,1,802
random,HumanEval/41,2,11.45,0.0002036,1,958
random,HumanEval/42,1,12.83,0.00033635,1,1240
random,HumanEval/43,3,0.78,0.00131,1,84
random,HumanEval/44,2,4.31,7.510000000000001e-05,1,330
random,HumanEval/45,1,3.22,8.42e-05,1,279
random,HumanEval/46,3,2.15,0.0034525000000000003,1,295
random,HumanEval/47,2,5.2,9.850000000000001e-05,1,451
random,HumanEval/48,3,0.82,0.001025,1,77
random,HumanEval/49,3,1.23,0.0020025,1,166
random,HumanEval/5,3,0.93,0.0012825,1,96
random,HumanEval/50,2,1.94,4.185000000000001e-05,0,164
random,HumanEval/51,2,3.23,5.9900000000000006e-05,1,248
random,HumanEval/52,1,3.13,0.00010033000000000001,1,317
random,HumanEval/53,3,0.8,0.00078,1,57
random,HumanEval/54,2,14.22,0.00022805000000000001,1,1083
random,HumanEval/55,3,0.95,0.0013375,1,113
random,HumanEval/56,1,6.16,0.0001757,1,611
random,HumanEval/57,1,6.74,0.00018144,1,636
random,HumanEval/58,3,0.9,0.0016025,1,124
random,HumanEval/59,1,8.39,0.00021528,1,787
random,HumanEval/6,1,5.62,0.00017418,1,592
random,HumanEval/60,2,3.3,6.485e-05,1,278
random,HumanEval/61,1,5.09,0.00014228,1,478
random,HumanEval/62,3,1.0,0.0015750000000000002,1,123
random,HumanEval/63,1,8.54,0.00024781,1,860
random,HumanEval/64,2,6.28,0.0001104,1,498
random,HumanEval/65,3,1.09,0.0015825,1,130
random,HumanEval/66,3,0.86,0.001595,1,124
random,HumanEval/67,3,0.63,0.0010125,1,41
random,HumanEval/68,3,0.73,0.0017675,1,91
random,HumanEval/69,2,7.49,0.00011180000000000001,1,495
random,HumanEval/7,1,3.2,9.603000000000001e-05,1,293
random,HumanEval/70,3,0.58,0.0009675,1,58
random,HumanEval/71,3,1.21,0.00265,1,227
random,HumanEval/72,2,2.37,5.780000000000001e-05,1,210
random,HumanEval/73,1,34.79,0.00087674,1,3373
random,HumanEval/74,3,0.9,0.0013999999999999998,1,84
random,HumanEval/75,2,15.08,0.0002462,1,1188
random,HumanEval/76,3,0.71,0.0010225,1,59
random,HumanEval/77,2,7.33,0.00012124999999999999,1,556
random,HumanEval/78,2,5.96,0.00011250000000000001,1,465
random,HumanEval/79,2,4.56,7.950000000000001e-05,1,340
random,HumanEval/8,1,5.23,0.00012677,1,401
random,HumanEval/80,1,33.67,0.00075037,1,2892
random,HumanEval/81,1,25.56,0.00068231,1,2513
random,HumanEval/82,3,1.24,0.00213,1,185
random,HumanEval/83,1,181.54,0.00411011,0,16384
random,HumanEval/84,2,6.77,9.8e-05,1,434
random,HumanEval/85,1,43.21,0.00104706,1,4125
random,HumanEval/86,3,0.6,0.0009375,1,54
random,HumanEval/87,3,0.72,0.001445,1,72
random,HumanEval/88,3,1.39,0.0030125,1,243
random,HumanEval/89,1,171.01,0.00412201,0,16384
random,HumanEval/9,2,3.47,6.815e-05,1,293
random,HumanEval/90,3,1.17,0.0020775,1,169
random,HumanEval/91,3,1.3,0.001965,1,162
random,HumanEval/92,1,7.6,0.00021017,1,721
random,HumanEval/93,3,0.98,0.00166,0,131
random,HumanEval/94,2,6.55,9.94e-05,1,403
random,HumanEval/95,3,0.82,0.0012100000000000001,1,71
random,HumanEval/96,1,62.28,0.00156025,1,6105
random,HumanEval/97,3,0.96,0.0014424999999999998,1,112
random,HumanEval/98,3,1.31,0.0015175,1,126
random,HumanEval/99,3,0.61,0.0009175,1,45
random,mmlu/college_biology/1,2,1.85,3.665e-05,1,137
random,mmlu/college_biology/10,2,1.54,3.16e-05,1,121
random,mmlu/college_biology/14,2,4.69,9.740000000000001e-05,1,417
random,mmlu/college_biology/32,3,0.39,0.00037000000000000005,1,3
random,mmlu/college_biology/53,1,88.83,0.0019972500000000003,1,7853
random,mmlu/college_biology/55,1,14.23,0.00035485000000000003,1,1280
random,mmlu/college_biology/57,2,2.63,5.4850000000000005e-05,1,202
random,mmlu/college_biology/58,2,4.89,9.320000000000002e-05,1,429
random,mmlu/college_biology/76,3,0.39,0.00025,1,3
random,mmlu/college_biology/9,2,2.15,4.525e-05,1,183
random,mmlu/college_chemistry/12,3,0.46,0.00031,0,3
random,mmlu/college_chemistry/21,2,2.53,5.31e-05,1,220
random,mmlu/college_chemistry/27,2,4.18,7.745e-05,1,335
random,mmlu/college_chemistry/42,1,14.69,0.00035142999999999996,1,1352
random,mmlu/college_chemistry/5,3,0.39,0.00033000000000000005,1,3
random,mmlu/college_chemistry/74,1,4.66,0.00012019,1,408
random,mmlu/college_chemistry/75,2,2.04,4.805e-05,1,186
random,mmlu/college_chemistry/82,3,2.27,0.0035749999999999996,0,329
random,mmlu/college_chemistry/84,3,0.38,0.000295,1,3
random,mmlu/college_chemistry/87,1,10.17,0.00023165000000000002,1,862
random,mmlu/global_facts/15,2,1.51,3.1400000000000004e-05,0,121
random,mmlu/global_facts/37,2,2.5,4.7650000000000006e-05,0,197
random,mmlu/global_facts/50,1,26.19,0.00058432,1,2272
random,mmlu/global_facts/54,1,195.83,0.00411283,0,16384
random,mmlu/global_facts/6,2,1.48,2.9900000000000002e-05,0,113
random,mmlu/global_facts/75,3,0.43,0.0002625,0,3
random,mmlu/global_facts/80,1,34.67,0.00058555,0,2247
random,mmlu/global_facts/85,2,3.86,7.58e-05,1,341
random,mmlu/global_facts/93,2,2.45,4.63e-05,1,195
random,mmlu/global_facts/96,2,3.34,5.0350000000000004e-05,1,204
random,mmlu/high_school_computer_science/13,3,0.41,0.0004725,1,3
random,mmlu/high_school_computer_science/23,2,2.71,4.055e-05,1,151
random,mmlu/high_school_computer_science/3,1,15.25,0.00028833,1,967
random,mmlu/high_school_computer_science/4,3,0.42,0.0003525,1,3
random,mmlu/high_school_computer_science/49,1,13.51,0.00028378999999999996,1,1076
random,mmlu/high_school_computer_science/6,2,3.29,6.0650000000000004e-05,1,236
random,mmlu/high_school_computer_science/65,2,0.76,1.675e-05,1,50
random,mmlu/high_school_computer_science/67,1,11.79,0.00029878,1,1036
random,mmlu/high_school_computer_science/72,3,0.43,0.00023999999999999998,1,3
random,mmlu/high_school_computer_science/92,1,8.17,0.00018493,1,652
random,mmlu/high_school_us_history/108,2,2.34,4.45e-05,1,140
random,mmlu/high_school_us_history/131,3,0.44,0.0005825,1,3
random,mmlu/high_school_us_history/141,1,23.98,0.00046064,0,1576
random,mmlu/high_school_us_history/142,2,3.6,7.335000000000001e-05,1,264
random,mmlu/high_school_us_history/151,3,0.57,0.0008699999999999999,1,3
random,mmlu/high_school_us_history/16,2,3.5,7.01e-05,1,240
random,mmlu/high_school_us_history/23,3,0.41,0.0006825,1,3
random,mmlu/high_school_us_history/51,3,0.4,0.0006775,1,3
random,mmlu/high_school_us_history/52,2,1.55,4.565e-05,1,128
random,mmlu/high_school_us_history/69,3,0.45,0.0008675,1,3
random,mmlu/human_aging/10,1,15.58,0.00033334,1,1264
random,mmlu/human_aging/103,3,0.41,0.00030000000000000003,1,3
random,mmlu/human_aging/141,2,0.59,1.56e-05,1,42
random,mmlu/human_aging/187,2,1.28,3.0250000000000003e-05,1,109
random,mmlu/human_aging/190,2,1.25,2.4450000000000005e-05,1,85
random,mmlu/human_aging/197,1,4.59,0.00011213,1,388
random,mmlu/human_aging/221,3,0.39,0.000265,1,3
random,mmlu/human_aging/58,3,0.41,0.00022,1,3
random,mmlu/human_aging/80,1,6.65,0.00015459,0,566
random,mmlu/human_aging/82,3,0.55,0.00022,0,3
random,mmlu/machine_learning/12,2,1.74,3.88e-05,1,152
random,mmlu/machine_learning/22,2,0.65,1.665e-05,1,43
random,mmlu/machine_learning/26,1,79.2,0.0015703599999999998,0,6225
random,mmlu/machine_learning/33,2,3.2,6.035e-05,1,262
random,mmlu/machine_learning/4,1,21.26,0.0004553,1,1760
