item_id,group_id,benchmark,method,tier,correct,usd,prompt_tokens,completion_tokens,total_tokens,selected_method
mmlu/high_school_european_history/36,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,threshold,3,1,0.0011325,441,3,444,logistic
mmlu/high_school_european_history/38,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,threshold,3,0,0.0007199999999999999,276,3,279,logistic
mmlu/high_school_european_history/57,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,threshold,3,1,0.0012325,481,3,484,logistic
mmlu/high_school_mathematics/119,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,0.00031135000000000006,167,1515,1682,logistic
mmlu/high_school_mathematics/12,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,3.315e-05,143,130,273,logistic
mmlu/high_school_mathematics/136,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,3.8450000000000006e-05,157,153,310,logistic
mmlu/high_school_mathematics/16,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,3.295e-05,151,127,278,logistic
mmlu/high_school_mathematics/192,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,0.00015515000000000003,211,723,934,logistic
mmlu/high_school_mathematics/241,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,3.0500000000000003e-05,162,112,274,logistic
mmlu/high_school_mathematics/27,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,7.570000000000001e-05,194,330,524,logistic
mmlu/high_school_mathematics/92,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,threshold,2,1,6.655e-05,155,294,449,logistic
mmlu/high_school_statistics/121,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,3,1,0.0005949999999999999,226,3,229,logistic
mmlu/high_school_statistics/135,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,0.0002222,204,1060,1264,logistic
mmlu/high_school_statistics/147,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,6.145e-05,189,260,449,logistic
mmlu/high_school_statistics/156,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,3.175e-05,183,113,296,logistic
mmlu/high_school_statistics/167,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,3.2e-05,140,125,265,logistic
mmlu/high_school_statistics/195,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,3.0400000000000004e-05,160,112,272,logistic
mmlu/high_school_statistics/22,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,0,0.000105,168,483,651,logistic
mmlu/high_school_statistics/29,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,0.00029165,209,1406,1615,logistic
mmlu/high_school_statistics/57,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,threshold,2,1,4.855e-05,191,195,386,logistic
mmlu/international_law/100,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,9.06e-05,228,396,624,logistic
mmlu/international_law/112,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,0,0.00012015,227,544,771,logistic
mmlu/international_law/113,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,0,8.69e-05,190,387,577,logistic
mmlu/international_law/118,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,4.0600000000000004e-05,168,161,329,logistic
mmlu/international_law/16,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,3.5850000000000004e-05,177,135,312,logistic
mmlu/international_law/39,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,3.6e-05,176,136,312,logistic
mmlu/international_law/40,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,6.385e-05,157,280,437,logistic
mmlu/international_law/83,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,4.525e-05,185,180,365,logistic
mmlu/international_law/92,mmlu/international_law|dup:mmlu/international_law/100,mmlu,threshold,2,1,5.185000000000001e-05,185,213,398,logistic
mmlu/management/100,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,2.44e-05,140,87,227,logistic
mmlu/management/13,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,0,6.84e-05,148,305,453,logistic
mmlu/management/23,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,0.0001653,134,793,927,logistic
mmlu/management/31,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,3.525e-05,145,140,285,logistic
mmlu/management/36,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,3.4250000000000006e-05,161,131,292,logistic
mmlu/management/70,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,4.175e-05,139,174,313,logistic
mmlu/management/80,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,3.015e-05,171,108,279,logistic
mmlu/management/96,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,3.77e-05,150,151,301,logistic
mmlu/management/99,mmlu/management|dup:mmlu/management/100,mmlu,threshold,2,1,4.005e-05,149,163,312,logistic
gsm8k/1010,cluster:gsm8k/1010,gsm8k,ecologic_heuristic,1,1,0.00034593,104,1313,1417,logistic
gsm8k/1014,cluster:gsm8k/1014,gsm8k,ecologic_heuristic,2,1,0.0001338,176,625,801,logistic
gsm8k/1019,cluster:gsm8k/1019,gsm8k,ecologic_heuristic,1,1,0.00031956000000000004,118,1198,1316,logistic
gsm8k/1048,cluster:gsm8k/1048,gsm8k,ecologic_heuristic,1,0,0.00071064,92,2780,2872,logistic
gsm8k/1050,cluster:gsm8k/1050,gsm8k,ecologic_heuristic,1,1,0.0016541199999999998,86,6558,6644,logistic
gsm8k/1075,cluster:gsm8k/1075,gsm8k,ecologic_heuristic,2,1,0.00019195,147,923,1070,logistic
gsm8k/1084,cluster:gsm8k/1084,gsm8k,ecologic_heuristic,1,1,0.0011565999999999998,80,4572,4652,logistic
gsm8k/1087,cluster:gsm8k/1087,gsm8k,ecologic_heuristic,2,1,6.95e-05,170,305,475,logistic
gsm8k/1092,cluster:gsm8k/1092,gsm8k,ecologic_heuristic,1,1,0.00038989,117,1480,1597,logistic
gsm8k/1103,cluster:gsm8k/1103,gsm8k,ecologic_heuristic,1,1,0.00037054,112,1406,1518,logistic
gsm8k/1109,cluster:gsm8k/1109,gsm8k,ecologic_heuristic,1,1,0.00037133,74,1435,1509,logistic
gsm8k/114,cluster:gsm8k/114,gsm8k,ecologic_heuristic,1,1,0.00092707,121,3626,3747,logistic
gsm8k/1141,cluster:gsm8k/1141,gsm8k,ecologic_heuristic,1,1,0.00029511,83,1124,1207,logistic
gsm8k/116,cluster:gsm8k/116,gsm8k,ecologic_heuristic,1,1,0.00038713999999999996,92,1486,1578,logistic
gsm8k/1192,cluster:gsm8k/1192,gsm8k,ecologic_heuristic,1,1,0.00074011,108,2887,2995,logistic
gsm8k/1220,cluster:gsm8k/1220,gsm8k,ecologic_heuristic,1,1,0.0003427,85,1313,1398,logistic
gsm8k/1248,cluster:gsm8k/1248,gsm8k,ecologic_heuristic,1,1,0.00038134000000000003,152,1422,1574,logistic
gsm8k/1259,cluster:gsm8k/1259,gsm8k,ecologic_heuristic,1,1,0.0003881,80,1498,1578,logistic
gsm8k/1275,cluster:gsm8k/1275,gsm8k,ecologic_heuristic,2,1,5.3950000000000004e-05,163,229,392,logistic
gsm8k/1280,cluster:gsm8k/1280,gsm8k,ecologic_heuristic,1,1,0.00021412,86,798,884,logistic
gsm8k/1304,cluster:gsm8k/1304,gsm8k,ecologic_heuristic,1,1,0.00030159,102,1137,1239,logistic
gsm8k/1308,cluster:gsm8k/1308,gsm8k,ecologic_heuristic,2,1,3.155e-05,127,126,253,logistic
gsm8k/132,cluster:gsm8k/132,gsm8k,ecologic_heuristic,2,1,6.14e-05,152,269,421,logistic
gsm8k/136,cluster:gsm8k/136,gsm8k,ecologic_heuristic,1,1,0.00023203,84,871,955,logistic
gsm8k/137,cluster:gsm8k/137,gsm8k,ecologic_heuristic,2,1,6.865e-05,165,302,467,logistic
gsm8k/141,cluster:gsm8k/141,gsm8k,ecologic_heuristic,1,1,0.00042285,80,1637,1717,logistic
gsm8k/15,cluster:gsm8k/15,gsm8k,ecologic_heuristic,3,1,0.0033124999999999995,125,300,425,logistic
gsm8k/193,cluster:gsm8k/193,gsm8k,ecologic_heuristic,1,1,0.00053062,161,2013,2174,logistic
gsm8k/195,cluster:gsm8k/195,gsm8k,ecologic_heuristic,1,0,0.0041096,80,16384,16464,logistic
gsm8k/213,cluster:gsm8k/213,gsm8k,ecologic_heuristic,1,1,0.00030292,101,1143,1244,logistic
gsm8k/24,cluster:gsm8k/24,gsm8k,ecologic_heuristic,1,1,0.00074993,79,2946,3025,logistic
gsm8k/255,cluster:gsm8k/255,gsm8k,ecologic_heuristic,2,0,0.0006151,142,3040,3182,logistic
gsm8k/271,cluster:gsm8k/271,gsm8k,ecologic_heuristic,2,1,8.21e-05,142,375,517,logistic
gsm8k/316,cluster:gsm8k/316,gsm8k,ecologic_heuristic,2,1,8.605e-05,161,390,551,logistic
gsm8k/336,cluster:gsm8k/336,gsm8k,ecologic_heuristic,2,1,9.095e-05,143,419,562,logistic
gsm8k/358,cluster:gsm8k/358,gsm8k,ecologic_heuristic,2,1,4.585000000000001e-05,153,191,344,logistic
gsm8k/366,cluster:gsm8k/366,gsm8k,ecologic_heuristic,1,1,0.00029935000000000004,105,1126,1231,logistic
gsm8k/367,cluster:gsm8k/367,gsm8k,ecologic_heuristic,1,1,0.00037046999999999997,116,1403,1519,logistic
gsm8k/399,cluster:gsm8k/399,gsm8k,ecologic_heuristic,2,1,6.245e-05,133,279,412,logistic
gsm8k/457,cluster:gsm8k/457,gsm8k,ecologic_heuristic,1,1,0.00031139,117,1166,1283,logistic
gsm8k/459,cluster:gsm8k/459,gsm8k,ecologic_heuristic,1,1,0.00047252,181,1767,1948,logistic
gsm8k/472,cluster:gsm8k/472,gsm8k,ecologic_heuristic,1,1,0.00027918,104,1046,1150,logistic
gsm8k/480,cluster:gsm8k/480,gsm8k,ecologic_heuristic,1,1,0.00022813,89,852,941,logistic
gsm8k/5,cluster:gsm8k/5,gsm8k,ecologic_heuristic,1,0,0.00411215,95,16384,16479,logistic
gsm8k/51,cluster:gsm8k/51,gsm8k,ecologic_heuristic,1,1,0.00047813,89,1852,1941,logistic
gsm8k/521,cluster:gsm8k/521,gsm8k,ecologic_heuristic,1,1,0.0005583,115,2155,2270,logistic
gsm8k/525,cluster:gsm8k/525,gsm8k,ecologic_heuristic,1,1,0.00031426,128,1170,1298,logistic
gsm8k/529,cluster:gsm8k/529,gsm8k,ecologic_heuristic,1,1,0.0011555299999999999,84,4565,4649,logistic
gsm8k/535,cluster:gsm8k/535,gsm8k,ecologic_heuristic,1,1,0.00050057,71,1954,2025,logistic
gsm8k/541,cluster:gsm8k/541,gsm8k,ecologic_heuristic,2,1,0.0001061,154,492,646,logistic
gsm8k/566,cluster:gsm8k/566,gsm8k,ecologic_heuristic,1,1,0.00030592,76,1172,1248,logistic
gsm8k/58,cluster:gsm8k/58,gsm8k,ecologic_heuristic,1,1,0.00186433,124,7373,7497,logistic
gsm8k/616,cluster:gsm8k/616,gsm8k,ecologic_heuristic,1,1,0.00017022,91,619,710,logistic
gsm8k/664,cluster:gsm8k/664,gsm8k,ecologic_heuristic,2,1,6.280000000000001e-05,148,277,425,logistic
gsm8k/667,cluster:gsm8k/667,gsm8k,ecologic_heuristic,2,1,3.945e-05,137,163,300,logistic
gsm8k/679,cluster:gsm8k/679,gsm8k,ecologic_heuristic,1,1,0.00035664000000000003,67,1381,1448,logistic
gsm8k/683,cluster:gsm8k/683,gsm8k,ecologic_heuristic,1,1,0.00086102,106,3372,3478,logistic
gsm8k/684,cluster:gsm8k/684,gsm8k,ecologic_heuristic,1,1,0.00063408,99,2469,2568,logistic
gsm8k/685,cluster:gsm8k/685,gsm8k,ecologic_heuristic,1,1,0.00024272,91,909,1000,logistic
gsm8k/686,cluster:gsm8k/686,gsm8k,ecologic_heuristic,1,1,0.00020274,97,745,842,logistic
gsm8k/687,cluster:gsm8k/687,gsm8k,ecologic_heuristic,1,1,0.00082927,81,3262,3343,logistic
gsm8k/688,cluster:gsm8k/688,gsm8k,ecologic_heuristic,1,1,0.00033736,108,1276,1384,logistic
gsm8k/702,cluster:gsm8k/702,gsm8k,ecologic_heuristic,1,1,0.00040679999999999997,140,1532,1672,logistic
gsm8k/739,cluster:gsm8k/739,gsm8k,ecologic_heuristic,1,1,0.00047616,98,1838,1936,logistic
gsm8k/745,cluster:gsm8k/745,gsm8k,ecologic_heuristic,2,1,9.590000000000001e-05,166,438,604,logistic
gsm8k/753,cluster:gsm8k/753,gsm8k,ecologic_heuristic,1,1,0.00032574000000000004,97,1237,1334,logistic
gsm8k/759,cluster:gsm8k/759,gsm8k,ecologic_heuristic,2,1,5.775000000000001e-05,135,255,390,logistic
gsm8k/776,cluster:gsm8k/776,gsm8k,ecologic_heuristic,1,1,0.004107899999999999,70,16384,16454,logistic
gsm8k/79,cluster:gsm8k/79,gsm8k,ecologic_heuristic,1,1,0.00070546,88,2762,2850,logistic
gsm8k/799,cluster:gsm8k/799,gsm8k,ecologic_heuristic,2,1,4.7300000000000005e-05,130,204,334,logistic
gsm8k/80,cluster:gsm8k/80,gsm8k,ecologic_heuristic,2,1,6.865e-05,129,311,440,logistic
gsm8k/804,cluster:gsm8k/804,gsm8k,ecologic_heuristic,2,1,8.340000000000001e-05,160,377,537,logistic
gsm8k/839,cluster:gsm8k/839,gsm8k,ecologic_heuristic,1,1,0.00026902,81,1021,1102,logistic
gsm8k/883,cluster:gsm8k/883,gsm8k,ecologic_heuristic,1,1,0.00025554,112,946,1058,logistic
gsm8k/894,cluster:gsm8k/894,gsm8k,ecologic_heuristic,1,1,0.0017489,120,6914,7034,logistic
gsm8k/899,cluster:gsm8k/899,gsm8k,ecologic_heuristic,2,1,4.29e-05,142,179,321,logistic
gsm8k/906,cluster:gsm8k/906,gsm8k,ecologic_heuristic,1,0,0.00411181,93,16384,16477,logistic
gsm8k/91,cluster:gsm8k/91,gsm8k,ecologic_heuristic,1,1,0.00027592,76,1052,1128,logistic
gsm8k/914,cluster:gsm8k/914,gsm8k,ecologic_heuristic,1,1,0.00036695,85,1410,1495,logistic
gsm8k/960,cluster:gsm8k/960,gsm8k,ecologic_heuristic,1,1,0.00107586,158,4196,4354,logistic
mbpp/108,cluster:mbpp/108,mbpp,ecologic_heuristic,1,1,0.00105861,508,3889,4397,logistic
mbpp/109,cluster:mbpp/109,mbpp,ecologic_heuristic,3,1,0.0008775,103,62,165,logistic
mbpp/114,cluster:mbpp/114,mbpp,ecologic_heuristic,2,1,0.0001377,378,594,972,logistic
mbpp/121,cluster:mbpp/121,mbpp,ecologic_heuristic,1,0,0.00412575,175,16384,16559,logistic
mbpp/139,cluster:mbpp/139,mbpp,ecologic_heuristic,1,1,0.00119686,133,4697,4830,logistic
mbpp/147,cluster:mbpp/147,mbpp,ecologic_heuristic,1,0,0.00412932,196,16384,16580,logistic
mbpp/161,cluster:mbpp/161,mbpp,ecologic_heuristic,1,0,0.00413799,247,16384,16631,logistic
mbpp/168,cluster:mbpp/168,mbpp,ecologic_heuristic,3,1,0.000455,118,16,134,logistic
mbpp/172,cluster:mbpp/172,mbpp,ecologic_heuristic,1,0,0.00412116,148,16384,16532,logistic
mbpp/174,cluster:mbpp/174,mbpp,ecologic_heuristic,1,1,0.00070135,255,2632,2887,logistic
mbpp/201,cluster:mbpp/201,mbpp,ecologic_heuristic,3,1,0.0004825,101,23,124,logistic
mbpp/214,cluster:mbpp/214,mbpp,ecologic_heuristic,1,1,0.00018679,137,654,791,logistic
mbpp/22,cluster:mbpp/22,mbpp,ecologic_heuristic,1,1,0.00031187,136,1155,1291,logistic
mbpp/224,cluster:mbpp/224,mbpp,ecologic_heuristic,3,1,0.00067,92,44,136,logistic
mbpp/233,cluster:mbpp/233,mbpp,ecologic_heuristic,1,1,0.00171694,157,6761,6918,logistic
mbpp/253,cluster:mbpp/253,mbpp,ecologic_heuristic,3,1,0.0011875,107,92,199,logistic
mbpp/262,cluster:mbpp/262,mbpp,ecologic_heuristic,1,1,0.0007939,195,3043,3238,logistic
mbpp/282,cluster:mbpp/282,mbpp,ecologic_heuristic,1,1,0.00029986,133,1109,1242,logistic
mbpp/284,cluster:mbpp/284,mbpp,ecologic_heuristic,1,1,0.0005509099999999999,123,2120,2243,logistic
mbpp/296,cluster:mbpp/296,mbpp,ecologic_heuristic,3,1,0.0037925,117,350,467,logistic
mbpp/298,cluster:mbpp/298,mbpp,ecologic_heuristic,1,1,0.0018027899999999999,287,7016,7303,logistic
mbpp/31,cluster:mbpp/31,mbpp,ecologic_heuristic,1,0,0.00415363,339,16384,16723,logistic
mbpp/321,cluster:mbpp/321,mbpp,ecologic_heuristic,1,1,0.0010357699999999999,156,4037,4193,logistic
mbpp/325,cluster:mbpp/325,mbpp,ecologic_heuristic,3,1,0.0016175,99,137,236,logistic
mbpp/34,cluster:mbpp/34,mbpp,ecologic_heuristic,3,0,0.0007574999999999999,115,47,162,logistic
mbpp/359,cluster:mbpp/359,mbpp,ecologic_heuristic,3,1,0.001355,110,108,218,logistic
mbpp/374,cluster:mbpp/374,mbpp,ecologic_heuristic,1,0,0.00413119,207,16384,16591,logistic
mbpp/385,cluster:mbpp/385,mbpp,ecologic_heuristic,1,1,0.00013934,102,488,590,logistic
mbpp/388,cluster:mbpp/388,mbpp,ecologic_heuristic,3,1,0.0007650000000000001,106,50,156,logistic
mbpp/39,cluster:mbpp/39,mbpp,ecologic_heuristic,2,1,0.0005568,168,2742,2910,logistic
mbpp/400,cluster:mbpp/400,mbpp,ecologic_heuristic,1,1,0.00020838,164,722,886,logistic
mbpp/407,cluster:mbpp/407,mbpp,ecologic_heuristic,1,1,0.00153335,105,6062,6167,logistic
mbpp/420,cluster:mbpp/420,mbpp,ecologic_heuristic,3,1,0.00056,92,33,125,logistic
mbpp/426,cluster:mbpp/426,mbpp,ecologic_heuristic,1,1,0.0003354,170,1226,1396,logistic
mbpp/43,cluster:mbpp/43,mbpp,ecologic_heuristic,1,0,0.00164812,111,6517,6628,logistic
mbpp/430,cluster:mbpp/430,mbpp,ecologic_heuristic,1,0,0.00411538,114,16384,16498,logistic
mbpp/51,cluster:mbpp/51,mbpp,ecologic_heuristic,1,1,0.0011011,105,4333,4438,logistic
mbpp/517,cluster:mbpp/517,mbpp,ecologic_heuristic,3,1,0.0005525,113,27,140,logistic
mbpp/520,cluster:mbpp/520,mbpp,ecologic_heuristic,1,0,0.00411878,134,16384,16518,logistic
mbpp/539,cluster:mbpp/539,mbpp,ecologic_heuristic,1,1,0.00111033,724,3949,4673,logistic
mbpp/540,cluster:mbpp/540,mbpp,ecologic_heuristic,3,1,0.00083,140,48,188,logistic
mbpp/546,cluster:mbpp/546,mbpp,ecologic_heuristic,1,0,0.00411334,102,16384,16486,logistic
mbpp/552,cluster:mbpp/552,mbpp,ecologic_heuristic,3,1,0.001035,114,75,189,logistic
mbpp/612,cluster:mbpp/612,mbpp,ecologic_heuristic,3,1,0.001225,210,70,280,logistic
mbpp/622,cluster:mbpp/622,mbpp,ecologic_heuristic,1,0,0.00413204,212,16384,16596,logistic
mbpp/63,cluster:mbpp/63,mbpp,ecologic_heuristic,2,1,8.745000000000001e-05,213,384,597,logistic
mbpp/636,cluster:mbpp/636,mbpp,ecologic_heuristic,3,0,0.0006725,109,40,149,logistic
mbpp/640,cluster:mbpp/640,mbpp,ecologic_heuristic,1,0,0.00411436,108,16384,16492,logistic
mbpp/648,cluster:mbpp/648,mbpp,ecologic_heuristic,1,1,0.0013694,195,5345,5540,logistic
mbpp/653,cluster:mbpp/653,mbpp,ecologic_heuristic,1,1,0.00055249,272,2025,2297,logistic
mbpp/675,cluster:mbpp/675,mbpp,ecologic_heuristic,1,1,0.00057126,128,2198,2326,logistic
mbpp/689,cluster:mbpp/689,mbpp,ecologic_heuristic,2,1,0.00036574999999999997,271,1761,2032,logistic
mbpp/691,cluster:mbpp/691,mbpp,ecologic_heuristic,1,1,0.0007582,285,2839,3124,logistic
mbpp/711,cluster:mbpp/711,mbpp,ecologic_heuristic,3,1,0.00108,100,83,183,logistic
mbpp/714,cluster:mbpp/714,mbpp,ecologic_heuristic,3,0,0.002725,94,249,343,logistic
mbpp/722,cluster:mbpp/722,mbpp,ecologic_heuristic,1,1,0.00095414,367,3567,3934,logistic
mbpp/724,cluster:mbpp/724,mbpp,ecologic_heuristic,1,1,0.00052986,108,2046,2154,logistic
mbpp/727,cluster:mbpp/727,mbpp,ecologic_heuristic,1,1,0.00038119,157,1418,1575,logistic
mbpp/744,cluster:mbpp/744,mbpp,ecologic_heuristic,1,1,0.00020693,129,740,869,logistic
mbpp/765,cluster:mbpp/765,mbpp,ecologic_heuristic,1,0,0.00051681,93,2004,2097,logistic
mbpp/768,cluster:mbpp/768,mbpp,ecologic_heuristic,3,1,0.0005124999999999999,93,28,121,logistic
mbpp/773,cluster:mbpp/773,mbpp,ecologic_heuristic,1,1,0.00132072,141,5187,5328,logistic
mbpp/785,cluster:mbpp/785,mbpp,ecologic_heuristic,1,0,0.00411844,132,16384,16516,logistic
mbpp/790,cluster:mbpp/790,mbpp,ecologic_heuristic,3,1,0.00059,100,34,134,logistic
mbpp/80,cluster:mbpp/80,mbpp,ecologic_heuristic,1,1,8.877e-05,106,283,389,logistic
mbpp/81,cluster:mbpp/81,mbpp,ecologic_heuristic,1,1,0.0016539999999999999,275,6429,6704,logistic
mbpp/812,cluster:mbpp/812,mbpp,ecologic_heuristic,1,0,0.00411555,115,16384,16499,logistic
mbpp/848,cluster:mbpp/848,mbpp,ecologic_heuristic,1,1,0.0004962300000000001,119,1904,2023,logistic
mbpp/851,cluster:mbpp/851,mbpp,ecologic_heuristic,3,0,0.00119,112,91,203,logistic
mbpp/855,cluster:mbpp/855,mbpp,ecologic_heuristic,3,1,0.0005124999999999999,93,28,121,logistic
mbpp/857,cluster:mbpp/857,mbpp,ecologic_heuristic,1,1,0.00058998,294,2160,2454,logistic
mbpp/875,cluster:mbpp/875,mbpp,ecologic_heuristic,2,1,7.460000000000001e-05,212,320,532,logistic
mbpp/880,cluster:mbpp/880,mbpp,ecologic_heuristic,3,1,0.0009025,105,64,169,logistic
mbpp/883,cluster:mbpp/883,mbpp,ecologic_heuristic,1,1,0.0005941,205,2237,2442,logistic
mbpp/926,cluster:mbpp/926,mbpp,ecologic_heuristic,1,1,0.000219,100,808,908,logistic
mbpp/940,cluster:mbpp/940,mbpp,ecologic_heuristic,1,0,0.0041294899999999995,197,16384,16581,logistic
mbpp/954,cluster:mbpp/954,mbpp,ecologic_heuristic,1,1,0.00029763,114,1113,1227,logistic
mbpp/959,cluster:mbpp/959,mbpp,ecologic_heuristic,3,1,0.0005,132,17,149,logistic
mbpp/968,cluster:mbpp/968,mbpp,ecologic_heuristic,3,0,0.00083,100,58,158,logistic
mbpp/973,cluster:mbpp/973,mbpp,ecologic_heuristic,3,1,0.0004575,99,21,120,logistic
mmlu/astronomy/10,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00035105,140,1309,1449,logistic
mmlu/astronomy/12,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00012319000000000002,107,420,527,logistic
mmlu/astronomy/13,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00013709,127,462,589,logistic
mmlu/astronomy/144,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00011748,94,406,500,logistic
mmlu/astronomy/149,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00047069,107,1810,1917,logistic
mmlu/astronomy/30,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00021824,197,739,936,logistic
mmlu/astronomy/54,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.0010826100000000001,108,4257,4365,logistic
mmlu/astronomy/69,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,ecologic_heuristic,1,1,0.00037563,139,1408,1547,logistic
mmlu/college_physics/18,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00051172,116,1968,2084,logistic
mmlu/college_physics/19,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,2,1,3.395e-05,187,123,310,logistic
mmlu/college_physics/27,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00031731999999999995,121,1187,1308,logistic
mmlu/college_physics/29,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00042475,150,1597,1747,logistic
mmlu/college_physics/37,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00411028,84,16384,16468,logistic
mmlu/college_physics/73,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,2,1,0.00013355,195,619,814,logistic
mmlu/college_physics/88,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00149807,146,5893,6039,logistic
mmlu/college_physics/98,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,ecologic_heuristic,1,1,0.00138441,173,5420,5593,logistic
mmlu/conceptual_physics/1,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.0005709500000000001,85,2226,2311,logistic
mmlu/conceptual_physics/225,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.00028435,80,1083,1163,logistic
mmlu/conceptual_physics/229,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.0001286,80,460,540,logistic
mmlu/conceptual_physics/26,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,2,1,5.715e-05,167,244,411,logistic
mmlu/conceptual_physics/33,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.00034007,96,1295,1391,logistic
mmlu/conceptual_physics/42,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.00013434999999999999,80,483,563,logistic
mmlu/conceptual_physics/94,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.00024471,88,919,1007,logistic
mmlu/conceptual_physics/99,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,ecologic_heuristic,1,1,0.00021554999999999998,90,801,891,logistic
mmlu/econometrics/102,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,ecologic_heuristic,1,1,0.0012423,140,4874,5014,logistic
mmlu/econometrics/109,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,ecologic_heuristic,1,1,0.00126411,183,4932,5115,logistic
mmlu/econometrics/12,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,ecologic_heuristic,1,1,0.00034264,117,1291,1408,logistic
mmlu/econometrics/32,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,ecologic_heuristic,1,0,0.00212338,114,8416,8530,logistic
